tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
3172,Star-Spangled Banner ( Bonus Track ),4Troops,Now That 's What I Call the U.S.A. ( The Patriotic Country Collection ),"Country , Music",Album Only,"Compilation 2010 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",2:24,15-Jun-10,42232,Brigadoom,Michael Giacchino,Star Trek Into Darkness ( Music From The Motion Picture ),Soundtracks,$ 1.29,( C ) 2013 Paramount Pictures,3:42,"May 16 , 2014",0
4482,Clouds,One Direction,FOUR,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:51,17-Nov-14,19298,Saying Goodbye To Titanic ( Score ),Joel McNeely,Ghosts Of The Abyss ( Score ),Soundtracks,$ 1.29,"( C ) 2003 Hollywood Records , Inc.",1:55,"April 10 , 2007",0
3119,Sexy and I Know It,LMFAO,NOW That 's What I Call a Workout,"Fitness & Workout , Music , Pop",Album Only,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",3:19,18-Dec-12,44111,Delorian,Team Sleep,Team Sleep ( U.S. Release ),Alternative Rock,$ 0.99,2005 Maverick Recording Company,1:34,"May 9 , 2005",0
4158,Losin ' It,R. City,Losin ' It - Single,"Hip-Hop/Rap , Music",$ 1.29,2008 Geffen Records,3:56,22-Apr-08,49440,Uptown Line,Shemekia Copeland,The Soul Truth,"R&B , Blues , Classic R&B , Electric Blues Guitar , Modern Blues",$ 0.99,"2005 Alligator Records & Artist Management , Inc.",5:54,"August 16 , 2005",0
87,Perfect,Selena Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,nan,50295,Cargo,Mary J. Blige,Think Like a Man Too ( Music from and Inspired by the Film ),R&B,$ 1.29,( c ) 2010 One Media Publishing,3:02,nan,0
2382,Everybody Wants to Go to Heaven ( With the Wailers ),The Wailers & Kenny Chesney,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 1.99,"2008 Blue Chair Records , LLC and BMG Music",5:03,2008,31696,Mr. James Dean ( Album Version ),Hilary Duff,Most Wanted,Pop,$ 1.29,"( C ) 2005 Hollywood Records , Inc.",3:29,"August 16 , 2005",0
2687,History,Lauren Alaina,History - Single,"Country , Music",$ 1.29,"2015 19 Recordings , Inc.",2:54,31-Aug-15,29090,Holdin On,Joe Budden,Long Weekend : EDM,Rap & Hip-Hop,$ 1.29,2010 Traumashop,2:33,nan,0
4117,Valerie,The Weeknd,Thursday,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",4:46,17-Feb-15,2260,99.9 ( Dj Brush Radio Cut ),SL-Tronic,99.9,Dance & Electronic,$ 0.99,( C ) 2007 Aquabase Records,3:39,"January 18 , 2007",0
4437,Summer Love,One Direction,Take Me Home,"Pop , Music , Pop/Rock , Teen Pop , Rock , Dance , World",$ 1.29,2012 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,3:28,9-Nov-12,17362,Room for Happiness ( feat . Skylar Grey ),Kaskade,Fire & Ice,"Dance & Electronic , House",$ 1.29,2012 Coastal Entertainment,4:41,"July 23 , 2013",0
3585,Jump ( Disco Fries Extended Mix ),Flo Rida,Jump ( Remixes ) [ feat . Nelly Furtado ],"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:34,1-Sep-09,18994,Dumb,Jason Derulo,Future History,Pop,$ 1.29,( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:50,"September 19 , 2011",0
6124,Brooklyn Baby,Lana Del Rey,Ultraviolence ( Deluxe ),"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:51,16-Jun-14,1297,Sofi Needs a Ladder,deadmau5,4x4 = 12,Dance & Electronic,$ 1.29,( c ) 2008 Goldenlane Records,6:41,"December 6 , 2010",0
3354,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,4:03,17-Apr-09,17643,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",1
5636,Opening,Patrick Stewart,Nightmare Before Christmas ( Special Edition ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2006 Walt Disney Records,0:57,24-Oct-06,42287,B.E.A.T.,Selena Gomez,Stars Dance ( Amazon Exclusive ),Pop,$ 1.29,"( C ) 2013 Hollywood Records , Inc.",3:04,"July 23 , 2013",0
5298,Feel the Love ( feat . John Newman ) [ Fred V & Grafix Remix ],Rudimental,UKF Bass Culture 2,"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 UKF Music,4:48,2-Sep-12,50539,Rolling Stone [ Explicit ],The Weeknd,Thursday [ Explicit ],R&B,$ 1.29,"( C ) 2012 The Weeknd XO , Inc.",3:50,"February 17 , 2015",0
5702,Available ( feat . Akon ),Flo Rida,R.O.O.T.S. ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:24,30-Mar-09,37654,Available [ Feat . Akon ],Flo Rida,R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",4:24,"March 30 , 2009",1
927,Right Hand,Drake,Right Hand - Single,"Hip-Hop/Rap , Music",$ 1.29,2015 Cash Money Records Inc.,3:10,31-Jul-15,38734,Numb,The Icicles,Renegade Parade,"Miscellaneous , Pop",$ 0.99,2012 The Icicles,4:54,"April 10 , 2012",0
1909,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03,38967,Right There ( Dave Spoon Remix ),Nicole Scherzinger,Right There ( The Remixes ),Pop,$ 1.29,( C ) 2011 A&M Records,5:50,"July 26 , 2011",0
3276,Judas ( Royksopp 's 30 Pieces Remix ),Lady Gaga,Born This Way ( The Remix ),"Pop , Music , Dance",Album Only,2011 Interscope Records,9:18,21-Nov-11,12130,Dangerous,Alyssa Reid,Dangerous,Pop,$ 0.89,2015 Wax Records Inc.,3:39,"July 31 , 2015",0
498,Firefly ( Bravado Dubstep Remix ),Ed Sheeran,Loose Change,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",$ 1.29,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,4:29,9-Dec-11,29283,Firefly ( Bravado Dubstep Remix ),Ed Sheeran,Loose Change,Pop,$ 1.29,( C ) 2007 Geffen Records/Mosley Music Group LLC,4:29,"December 9 , 2011",1
3917,Talk Dirty ( en Espa ' ± ol ) [ feat . 2 Chainz ],Jason Derulo,Talk Dirty ( en Espa ' ± ol ) [ feat . 2 Chainz ] - Single,"Pop , Music",$ 1.29,2014 Warner Bros. . Records Inc.,2:57,11-Mar-14,48234,Promontory,"Trevor Jones , Randy Edelman , Joel McNeely",The Last Of The Mohicans,Soundtracks,$ 0.99,( C ) 2009 VI Music,5:38,"September 26 , 2000",0
5395,Holding On For Life,Ellie Goulding,Delirium,"Pop , Music",Album Only,‰ ãÑ 2015 Polydor Ltd. ( UK ),4:15,nan,33083,Stick With Me,Olly Murs,Never Been Better,Pop,$ 1.29,( C ) 2010 Virgin Records LtdThis label copy information is the subject of copyright protection . All rights reserved . ( C ) 2010 EMI Records Ltd,3:37,"March 10 , 2015",0
6258,I Knew You That Way,Luke Bryan,Tailgates & Tanlines,"Country , Music , Contemporary Country",$ 1.29,"‰ ãÑ 2011 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:32,5-Aug-11,38781,Gabor Viper,House of Shakira,Retoxed,"Rock , Hard Rock & Metal , Miscellaneous , Pop , Classic Rock",$ 0.99,( C ) 2007 Lion Music,4:31,"October 23 , 2007",0
1719,Best of Cr247,Chase Rice,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,19-Aug-14,37020,"Cello Suite No. 6 in D Major , BWV 1012 : III . Courante","Zara Nelsova , Lothar Broddack , Artur Balsam , Radio-Symphonie-Orchester Berlin , Georg Ludwig Jochum & Gerd Albrecht","Portrait Zara Nelsova ( Cello Concertos , Sonatas & Suites )",Classical,$ 0.99,Ludger Boeckenhoff Audite Musikproduktion,4:01,"September 25 , 2015",0
4254,This Is What It Takes,Shawn Mendes,Handwritten,"Pop , Music , Rock , Vocal , Dance , Teen Pop",$ 1.29,"2015 Island Records , a division of UMG Recordings , Inc.",3:50,14-Apr-15,12419,You Know It,Daya Lorin,Daya Lorin,"Gospel , Christian",$ 0.99,( C ) 2009 Daya Lorin,3:46,"May 26 , 2009",0
5963,We Were Us,Keith Urban & Miranda Lambert,"NOW That 's What I Call Country , Vol . 7","Country , Music",Album Only,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:10,3-Jun-14,44847,Loving You,Elvis Presley,The 50 Greatest Love Songs,Pop,$ 0.99,2014 SoSerious Music Corp,2:11,"November 12 , 2001",0
5761,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,21517,Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",1
251,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,53047,VHS Outro ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,1:25,"June 30 , 2015",1
1762,You Know You Like It,DJ Snake & AlunaGeorge,You Know You Like It - Single,"Dance , Music , Electronic , Rock",$ 1.29,"2014 Island Records , a division of Universal Music Operations Limited",4:07,8-Dec-14,7432,House In The Hills ( feat . Curren $ y ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:52,"August 19 , 2014",0
6822,We Are the Kids,WALK THE MOON,TALKING IS HARD,"Alternative , Music , Indie Rock , Rock",$ 1.29,"‰ ãÑ 2014 RCA Records , a division of Sony Music Entertainment",3:37,28-Nov-14,54128,Facebook Friends ( Bonus Track ),Brad Paisley,Wheelhouse ( Deluxe Version ),Country,$ 1.29,2009 Defected Records,4:09,"April 9 , 2013",0
3523,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14,25324,Where Did the Love Go,Anthony Que,Jamaica No Problem,"Reggae , Soul , Miscellaneous , R&B , International , Caribbean & Cuba",$ 0.99,( C ) 2008 Musik House Jamaica,5:19,"December 4 , 2007",0
4405,Your Mama Should 've Named You Whiskey,Luke Bryan,Crash My Party ( Deluxe ),"Country , Music , Contemporary Country",$ 1.29,2014 Capitol Records Nashville,3:42,12-Aug-14,14757,You Make Me,Crookers,EDM for Cardio [ Explicit ],Dance & Electronic,$ 1.29,2008 Mad Decent,3:53,nan,0
4140,Did That Hurt ?,Danny Elfman,Fifty Shades of Grey ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,"2015 Universal Studios and Republic Records a division of UMG Recordings , Inc.",2:54,10-Feb-15,49589,Each Season Changes You,Rhonda Vincent,The Storm Still Rages,"Country , Bluegrass",$ 0.99,( C ) 2001 Rounder Records Manufactured and distributed by Concord Music Group,3:03,"July 13 , 2010",0
642,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07,24635,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Infinity On High,Rock,$ 0.99,( C ) 2007 The Island Def Jam Music Group,4:06,"February 6 , 2007",1
6596,Sad Beautiful Tragic,Taylor Swift,Red,"Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop",$ 1.29,"‰ ãÑ 2012 Big Machine Records , LLC .",4:44,22-Oct-12,40998,Able To Maximize,Crookers,Sixteen Chapel,Dance & Electronic,$ 1.29,"2015 Dim Mak Records , Inc. . Under Exclusive License From CIAO Records",4:36,"June 16 , 2015",0
4359,Take My Drunk Ass Home ( Demo ),Luke Bryan,Spring Break ... Here to Party,"Country , Music , Contemporary Country",$ 1.29,"2013 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",3:22,1-Mar-13,44277,Row Boat Blues,Sugarland Slim,Texan Calypso,"Blues , Acoustic Blues",$ 0.99,( c ) 2001 Sugarland Slim,4:41,"June 1 , 2014",0
5182,Medicine Ball,Eminem,Relapse : Refill,"Hip-Hop/Rap , Music , Rap , Hardcore Rap",$ 1.29,‰ ãÑ 2009 Aftermath Records,3:57,21-Dec-09,8662,Bryter Layter,Nick Drake,Bryter Layter,"Alternative Rock , Indie & Lo-Fi , Pop",$ 1.29,"( C ) 1970 Island Records , a division of Universal Music Operations Limited",3:20,"June 19 , 2000",0
844,Fear,Drake,So Far Gone,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",$ 1.29,2009 Young Money Entertainment/Cash Money Records/Universal Motown,4:40,15-Sep-08,53194,Love Loop,Yuna Komori,Venus,"New Age , Environmental",$ 0.99,( c ) 2011 J'adore Records,4:43,"October 20 , 2011",0
2782,Speakers,Sam Hunt,Montevallo,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",$ 1.29,"2014 MCA Nashville , a Division of UMG Recordings , Inc.",3:46,27-Oct-14,40163,Scary Monsters And Nice Sprites,Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,4:03,"December 21 , 2010",0
1982,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12,28066,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,Listen,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:12,"November 24 , 2014",0
4858,Infinite Daps,Baauer & RL Grime,"Dance ( RED ) Save Lives , Vol . 2","Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,4:32,25-Nov-13,16357,I 'm Not Me Anymore,Billy Gilman,Everything And More,"Alternative Rock , Country Rock , Adult Contemporary , Christian , Country , Bluegrass , Pop , Rock , Country & Bluegrass , Alternative , Contemporary Country",$ 0.99,2002 Ninja Tune,4:25,"May 3 , 2005",0
1301,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,2543,Life In A Northern Town ( Live ),Little Big Town,A Place To Land,Country,$ 1.29,"( C ) 2008 Little Big Town , LLC under exclusive license to Capitol Records Nashville",4:16,"October 14 , 2008",0
2957,I Need Your Love ( feat . Ellie Goulding ) [ Jacob Plant Remix ],Calvin Harris,I Need Your Love ( feat . Ellie Goulding ) - Single,"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,4:50,12-Apr-13,16085,Alarms,Danny Elfman,Epic ( Original Motion Picture Soundtrack ),Classical,$ 1.29,( c ) 2010,0:41,"June 5 , 2013",0
5912,Raining On Sunday,Keith Urban,Greatest Hits ( Deluxe Edition ),"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:54,8-Jan-08,30877,Melodies,Madison Beer,Melodies,Pop,$ 1.29,( C ) 2013 The Island Def Jam Music Group,3:32,"September 12 , 2013",0
1216,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,"Dance , Music , Electronic , House , Rock",$ 0.99,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",5:13,26-Aug-11,33988,Glasgow,David Guetta,Nothing But The Beat - The Electronic Album,Dance & Electronic,$ 0.99,2009 Andy Henningsen,5:13,"August 26 , 2011",1
5882,Love Me,Justin Bieber,My World,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock",$ 1.29,‰ ãÑ 2009 The Island Def Jam Music Group,3:11,17-Nov-09,35808,Payday,Alesso,Payday,Dance & Electronic,$ 1.29,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc.",3:18,"April 7 , 2015",0
395,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",4:34,10-Nov-14,5562,Young God [ Explicit ],Halsey,Badlands ( Deluxe ) [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 Astralwerks,3:00,"August 28 , 2015",0
412,Stronger ( Back On the Ground ),Nick Jonas & The Administration,Who I Am,"Rock , Music , Pop , Teen Pop , Pop/Rock",$ 0.99,2010 Jonas Enterprises,4:54,2-Feb-10,7372,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014",0
4878,Stress Reliever,Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:35,6-Nov-12,44522,Nightmares Of The Bottom,Lil Wayne,Tha Carter IV ( Edited Version ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap",$ 1.29,( C ) 2011 Cash Money Records Inc.,4:41,"August 29 , 2011",0
1322,Maps for the Getaway,Andrew McMahon In the Wilderness,Andrew McMahon In the Wilderness,"Alternative , Music , Rock , Pop , Pop/Rock , Electronic , Adult Alternative",$ 1.29,"2014 Vanguard Records , a Welk Music Group Company",3:57,14-Oct-14,37272,"End Theme ( Orchestra ) ( The Afternoon Show , 2012 Mix )",Elvis Presley,Prince From Another Planet ( Live ),Pop,$ 0.99,( C ) 2009 Cash Money Records Inc.,0:59,"August 2 , 2013",0
5525,Pledge Allegiance to the Hag ( Live ),Eric Church,Caught In the Act ( Live ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",4:55,5-Apr-13,15099,Good Measure ( Original Mix ),Late Night Alumni,Eclipse,"Electronica , Dance & Electronic , House",$ 0.89,Arkade,4:09,"June 2 , 2015",0
4547,Billy,Keith Urban,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1997 Capitol Nashville,3:46,1997,26140,Billy,Keith Urban,Keith Urban In The Ranch,Country,$ 1.29,( c ) 1997 Capitol Nashville,3:46,"February 10 , 2004",1
669,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High ( Deluxe Edition ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,47163,You Changed My Life,Yolanda Adams,The Essential Yolanda Adams,"Gospel , Christian",$ 0.99,2001 Sub Pop Records,5:03,"October 24 , 2006",0
2989,Electro Man,Calvin Harris,I Created Disco,"Electronic , Music , Pop , Dance , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,4:58,11-Jun-07,3367,Nothing Left,Lucas Nord,After You,Pop,$ 0.99,( C ) 2015 NorthNoir under exclusive license to Cosmos Music,2:46,"May 18 , 2015",0
4052,Try It Out ( Put Em Up Mix ),"Alvin Risk , Skrillex & Jason Aalon Butler",Try It Out - Single,"Dance , Music , Electronic",$ 1.29,2013 Big Beat Records Inc. for the United States and WEA International for the Americas outside the United States . A Warner Music Group Company,5:22,14-Oct-13,23897,Just A Taste,Brett Eldredge,Illinois,Country,$ 1.29,( c ) Phonotype,3:28,"September 11 , 2015",0
