tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
5850,nan,Mason Cook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135,The Greatest Gift,nan,"Monty doesn't have any money to get his Mum a birthday gift, and wonders if a gift has to be big or cost money to be special.",52.0,1.0,2017-07-11,nan,0
2736,nan,Nam Da-reum,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,690,nan,Stephen Bishop,nan,nan,nan,nan,actor,0
4520,Mannequin Factory,nan,"Mike helps break down some homes at the Windsorland Mobile Home Park to make room for a new shopping center. Next, he heads to Patina-V where he learns the art involved in creating a mannequin.",21.0,4.0,nan,nan,nan,2008-11-11,nan,2008-01-01,nan,nan,nan,656,Mannequin Factory,nan,"Mike helps break down some homes at the Windsorland Mobile Home Park to make room for a new shopping center. Next, he heads to Patina-V where he learns the art involved in creating a mannequin. ",21.0,4.0,2008-11-11,nan,1
5218,nan,Ron Gress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3005,The Best Tests: Part 1,nan,nan,2.0,0.0,2019-04-26,nan,0
2513,nan,Carmo Dalla Vecchia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1250,nan,Nanna Ingvarsson,nan,nan,nan,nan,guestStars,0
173,nan,Mark Stetson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3031,nan,Rachel Schneebaum,nan,nan,nan,nan,guestStars,0
2777,Three Dummies,nan,"Director Na Young Seok plans to send Jung Woo, Cho Jung Seok, Kang Ha Neul, and Jeong Sang Hun to Iceland without any extra clothes or luggage. They are first asked to have dinner in Gangnam-gu as a meeting, however, the dinner turns out to be their last meal in Korea before they fly to Iceland.",1.0,3.0,nan,nan,nan,2016-01-01,nan,2016-01-01,nan,nan,nan,6608,How I Got My Tongs,nan,A trip to the hairdresser and a fabulous pair of shimmering golden hair tongs prompts Simon's decision to turn Kylie into Princess Diana.,5.0,1.0,2008-10-30,nan,0
2593,nan,John Pierce Jones,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1144,nan,Julie Grossberg,nan,nan,nan,nan,guestStars,0
3026,nan,Rudi Kurz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7304,Sodachi Riddle - Part 2,nan,"Having rediscovered the room on the second floor of the ruined house, Koyomi tells Ougi of the events that happened there five years earlier.",3.0,4.0,2015-10-18,nan,0
4268,Part 4,nan,nan,4.0,1.0,nan,nan,nan,2014-08-22,nan,2014-01-01,nan,nan,nan,3056,nan,Patrick Warburton,nan,nan,nan,nan,actor,0
4974,Episode 19,nan,nan,19.0,1.0,nan,nan,nan,2019-06-01,nan,2019-01-01,nan,nan,nan,3436,nan,Stefan Schwartz,nan,nan,nan,nan,directors,0
1436,nan,Syndication,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203,Chapter 63,nan,"As the team tries to control fallout from damaging testimony and leaks, everyone is under suspicion and tensions flare between Frank and Claire.",11.0,5.0,2017-05-30,nan,0
3042,nan,Eisei Gekijo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7512,Green Porno,nan,A series of very short films inspired by the amazing and often bizarre sexual practices of insects and other creatures.,nan,nan,nan,nan,0
5629,Incident in India,nan,nan,17.0,6.0,nan,nan,nan,1959-01-25,nan,1959-01-01,nan,nan,nan,3530,nan,Liz Robertson,nan,nan,nan,nan,guestStars,0
5354,nan,Cameron Mitchell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1370,nan,David Mandel,nan,nan,nan,nan,directors,0
5830,nan,Mahershala Ali,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1457,nan,Mahershala Ali,nan,nan,nan,nan,actor,1
16,Princess,nan,"To save Kahlan from execution, reluctant Cara must pose as a polished princess and compete in an elaborate masquerade of manners to win a powerful ruler's affections.",13.0,2.0,nan,nan,nan,2010-02-27,nan,2010-01-01,nan,nan,nan,2486,nan,Herman Hack,nan,nan,nan,nan,guestStars,0
5230,"Series 3, Episode 5",nan,nan,5.0,3.0,nan,nan,nan,1992-03-19,nan,1992-01-01,nan,nan,nan,4876,nan,Joe Howard,nan,nan,nan,nan,guestStars,0
1188,A Doll's Eyes,nan,"'Technically it's not a homicide; however, Pembleton and Bayliss investigate the ''''murder'''' of a small boy who's the victim of a stray bullet, which makes him brain dead. The parents must choose what to do with their son. The Pope is in town.",6.0,4.0,nan,nan,nan,1995-12-01,nan,1995-01-01,nan,nan,nan,5514,nan,Tony Thaxton,nan,nan,nan,nan,guestStars,0
5897,Stadig fuuuuuucked,nan,nan,1.0,2.0,nan,nan,nan,2016-02-08,nan,2016-01-01,nan,nan,nan,1413,nan,Raf Green,nan,nan,nan,nan,writers,0
2511,nan,Sarah Bradshaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4532,The Hat,nan,"Gee is sent upstairs to see Barnfather and everyone speculates about the vacant Captain's position. Lewis and Kellerman are sent to Pennsylvania to extradite a woman back to Baltimore where she is a suspect in the murder of her husband. Munch tries to find a videotape in Brodie's pile. Later after reviewing the tape, they discover a key piece of evidence isn't contained on the tape. Munch wants the tape erased, but Brodie delivers the tape to court and that results in the outcome Munch feared. On the trip back from Harrisburg, Kellerman convinces Lewis that they have time to stop at Neptune's Castle and they lose the suspect, for a moment. Later they lose her again but find her at the house of her dead husband's mistress, delivering a hat. Much to everyone's surprise but not the viewers Gaffney is promoted to Captain over Gee. Captain Gaffney lays down the law.",10.0,4.0,1996-01-19,nan,0
1099,nan,Stina Richardson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156,nan,Matt Roller,nan,nan,nan,nan,writers,0
939,The Buddy System,nan,"Dr. Venture decides to raise money by running a Day Camp for Boy Adventurers. Things don't go quite as planned when a giant ape gets loose, Action Johnny loses it, Sgt. Hatred arrives for an unscheduled bush burning, Hank gets a new friend who pushes Brock's buttons, and the Monarch sends the Moppets in to spy.",5.0,3.0,nan,nan,nan,2008-06-29,nan,2008-01-01,nan,nan,nan,7103,The Buddy System,nan,"Dr. Venture decides to raise money by running a Day Camp for Boy Adventurers. Things don't go quite as planned when a giant ape gets loose, Action Johnny loses it, Sgt. Hatred arrives for an unscheduled bush burning, Hank gets a new friend who pushes Brock's buttons, and the Monarch sends the Moppets in to spy.",5.0,3.0,2008-06-29,nan,1
6016,nan,Vegard Ylvis?ker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,702,nan,Alyshia Ochse,nan,nan,nan,nan,guestStars,0
1864,nan,Matthew Comer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5064,nan,Yasmine Hill,nan,nan,nan,nan,guestStars,0
5419,Spanakopita,nan,A figure from Dr. Venture's past haunts him during his annual vacation to Spanikos.,4.0,5.0,nan,nan,nan,2013-06-23,nan,2013-01-01,nan,nan,nan,3269,nan,Helmuth Ashley,nan,nan,nan,nan,writers,0
1865,nan,Kylie Wylde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,505,Episode 6,nan,nan,6.0,2.0,1998-12-18,nan,0
5675,nan,Anna Karina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1261,nan,Tom Greiss,nan,nan,nan,nan,directors,0
753,nan,Iwan Rheon,"'Iwan Rheon is a Welsh actor, singer and musician. His first professional role, at the age of 17, was in the Welsh language television soap ''Pobol Y Cwm''.  In 2013, Rheon was cast as the villainous psychopath Ramsay Bolton in the HBO series ''Game of Thrones''.",nan,nan,nan,nan,1985-05-13,nan,nan,nan,nan,nan,nan,2940,nan,Stan King,nan,nan,nan,nan,guestStars,0
295,nan,Howard Braunstein,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2120,Peru - Part 2,nan,nan,2.0,1.0,2014-08-08,nan,0
987,nan,Maribel Mart?n,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3289,nan,Allan Gray,nan,nan,nan,nan,guestStars,0
2108,nan,John Le Mesurier,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1843,Everybody Comes to Hank's,nan,Hank opens a detective agency and enters a dark world of sinister crime and shady women. ,12.0,4.0,2010-10-03,nan,0
3400,Skull Cleaner,nan,"'Mike first goes to Sacramento, CA to help repair railroad tracks. Mike then heads to Louisiana to learn how to make ''boudin'' (Cajun sausage). Mike then cuts and fry's pig skins to make ''cracklin'' (pork rinds). Finally, Mike goes to Oklahoma and joins a skull cleaning business to learn how to clean skulls and bones using beetles and maggots, including a whale carcass.",10.0,2.0,nan,nan,nan,2006-07-11,nan,2006-01-01,nan,nan,nan,2630,nan,Lily Tomlin,nan,nan,nan,nan,guestStars,0
2304,Asphalt Paver,nan,"In Nebraska, Mike Rowe takes a shot at paving roads. Then, in reply to a mailbag question about his favorite animal, he recalls the time he crossed paths with a tiger crossbreed in Texas.",1.0,7.0,nan,nan,nan,2010-12-22,nan,2010-01-01,nan,nan,nan,790,Bell Maker,nan,'Mike Rowe rolls up his sleeve and gets dirty making giant bells at the McShane Bell Foundry. Mike also gets down and dirty with the US Army Corps of Engineers as they conduct yearly maintenance on a hurricane barrier that was raised from the oceans floor.,19.0,2.0,2006-12-12,nan,0
144,Episode 5,nan,nan,5.0,3.0,nan,nan,nan,2019-05-25,nan,2019-01-01,nan,nan,nan,1751,Exit Through the Gift Shop,nan,nan,19.0,0.0,2013-10-02,nan,0
5058,nan,Terry Forrestal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6486,Digimon: Digital Monsters,nan,"'''Digimon'' are ''Digital Monsters''. According to the stories, they are inhabitants of the ''Digital World'', a manifestation of Earth's communication network. The stories tell of a group of mostly pre-teens, the ''Chosen Children'' (DigiDestined in the English version), who accompany special Digimon born to defend their world (and ours) from various evil forces. To help them surmount the most difficult obstacles found within both realms, the Digimon have the ability to evolve (Digivolve). In this process, the Digimon change appearance and become much stronger, often changing in personality as well. The group of children who come in contact with the Digital World changes from season to season.",nan,nan,1999-03-07,nan,0
3263,How I Got My Groom,nan,Simon returns to Reading and recalls a school project that led to him unearthing a terrible secret about his parents' marriage and his sister revealing some devastating news.,1.0,2.0,nan,nan,nan,2009-11-13,nan,2009-01-01,nan,nan,nan,7536,How I Got My Groom,nan,Simon returns to Reading and recalls a school project that led to him unearthing a terrible secret about his parents' marriage and his sister revealing some devastating news.,1.0,2.0,2009-11-13,nan,1
4701,[41] Otorimonogatari [1] Nadeko Medusa - Part 1,nan,"Nadeko Sengoku's classmates are all strained thin due to the “hocus-pocus” of con artist Deishu Kaiki. Because of that, Nadeko goes to school every day with a heavy heart; but one day, she starts seeing white snakes all over the place. ",10.0,3.0,nan,nan,nan,2013-09-22,nan,2013-01-01,nan,nan,nan,2815,nan,Jack Gallagher,nan,nan,nan,nan,guestStars,0
2192,V-A-L-- VALENTINE'S D-A-- DAY,nan,"Maya attempts to give Jimmy a Valentine's Day gift, with the help of his old roommate and her ex-fiance. Meanwhile, Ray is elated to find out he has a secret admirer and JJ i in charge of distributing candy-grams, which proves challenging for both him and Kenneth.",14.0,1.0,nan,nan,nan,2017-02-08,nan,2017-01-01,nan,nan,nan,3175,Mister Softee,nan,An ice cream truck triggers a painful childhood memory for Larry.,9.0,8.0,2011-09-04,nan,0
22,The Invisible Hand of Fate,nan,"Billy Quizboy recovers the memories of his former life as a failed TV Quizboy, the loss of his hand and eye in a dogfight, his recruitment into the OSI, and his first mission as a spy.",3.0,3.0,nan,nan,nan,2008-06-15,nan,2008-01-01,nan,nan,nan,733,The Invisible Hand of Fate,nan,"Billy Quizboy recovers the memories of his former life as a failed TV Quizboy, the loss of his hand and eye in a dogfight, his recruitment into the OSI, and his first mission as a spy.",3.0,3.0,2008-06-15,nan,1
2296,Rongorongo Man,nan,nan,21.0,1.0,nan,nan,nan,1962-07-10,nan,1962-01-01,nan,nan,nan,1822,nan,Maggie Baird,nan,nan,nan,nan,guestStars,0
2210,Episode 11,nan,nan,11.0,1.0,nan,nan,nan,2015-08-10,nan,2015-01-01,nan,nan,nan,545,nan,Clark Johnson,nan,nan,nan,nan,directors,0
57,Dark,nan,"Richard learns to use his wizard powers by the Sisters of the Light, while Zedd must name a new Seeker when Sister Nicci reveals a shocking secret.",9.0,2.0,nan,nan,nan,2010-01-23,nan,2010-01-01,nan,nan,nan,5461,The cricket and the chicken,nan,nan,6.0,1.0,nan,nan,0
3789,Chimney Sweeper,nan,nan,16.0,1.0,nan,nan,nan,2005-11-08,nan,2005-01-01,nan,nan,nan,4457,The Swap,nan,"Fukuda pursues the lead with the electrician and visits Yoshino Electric Company to verify his identity. But when he gets there, he is greeted by Nam Ok who carefully redirects his suspicions. Meanwhile,  Won Bong regains his consciousness, and Seung Jin calls Matsuura in secret.",20.0,1.0,2019-06-08,nan,0
3256,nan,Picture Palace,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4033,Episode 7,nan,nan,7.0,2.0,2018-04-20,nan,0
99,nan,Yoshitaka Nagaoka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,868,nan,Amber Carollo,nan,nan,nan,nan,guestStars,0
1542,nan,Aisling O'Sullivan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4968,The Woman Called Fujiko Mine (1),nan,"Fujiko, Zenigata, Lupin, and Jigen go to a strange theme park to finally confront Fujiko's past, and the deranged Count Luis Yew Armied. ",12.0,1.0,2012-06-20,nan,0
4884,Build My Gallows Low,nan,nan,20.0,3.0,nan,nan,nan,1962-02-18,nan,1962-01-01,nan,nan,nan,5286,nan,Tian Jun Gu,nan,nan,nan,nan,writers,0
5557,nan,Lyuben Zhelyazkov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5423,nan,Takahiro Sakurai,nan,nan,nan,nan,actor,0
589,How I Got My Nose,nan,"Simon Doonan, now living in New York, remembers the time auditioning for the school play led to his mother being arrested for assault and the re-enactment of a famous horror film.",2.0,1.0,nan,nan,nan,2008-10-09,nan,2008-01-01,nan,nan,nan,1311,Suruga Devil - Part 1,nan,"'After the graduation of Araragi and Senjougahara, Suruga alone to deal with her left hand that has been turned monsterous from her mother's monkey paw charm. After hearing rumors of a ''Devil'' that can solve one's problems no matter what, Suruga set out to find this person.",10.0,0.0,2014-08-16,nan,0
2696,The Thievingest Dog,nan,nan,1.0,1.0,nan,nan,nan,1957-09-26,nan,1957-01-01,nan,nan,nan,6411,nan,MBC,nan,nan,nan,nan,nan,0
3728,The Lakes,nan,"Compelling BBC1 drama series embracing sex, death and Catholic guilt, set in a small community in the Lake District. The first four-part series centred on newcomer Danny Kavanagh; the second 10-part series featured other characters in the community.",nan,nan,2.0,14.0,nan,1997-09-14,1999-03-14,1997-01-01,60,Drama,GB,994,nan,Ann Westin,nan,nan,nan,nan,guestStars,0
4432,Tight Spaces 2,nan,"Mike reminisces about jobs where he had to work in tight spaces, including the time he cleaned the inside of a buoy, his adventure in an abandoned mine, and an insulation application assignment beneath a home.",7.0,6.0,nan,nan,nan,2010-02-16,nan,2010-01-01,nan,nan,nan,5735,Stakeout,nan,"The entire squad is put on 24-hour surveillance when a mass murderer has been identified, isn't at home and doesn't know that they know. Gee debates leaving the squad in the midst of the stakeout, so he can attend his daughter's wedding in California. As the detectives rotate through shifts on the stakeout, the main topics of discussion are the homeowners and Bayliss' plans to leave the unit.",15.0,4.0,1996-03-15,nan,0
2692,nan,STV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GB,3860,nan,Lucky Johnson,nan,nan,nan,nan,guestStars,0
2811,Episode 5,nan,"Janet comes face to face with the man who left her fighting for life just months earlier - serial killer Geoff Hastings, who has vowed to finally reveal the full extent of his crimes. Rachel and the rest of the team investigate the racially motivated murder of a taxi driver. On the personal front, Andy refuses to take no for an answer, so Janet threatens to report him to the DCI.",5.0,2.0,nan,nan,nan,2012-04-09,nan,2012-01-01,nan,nan,nan,7291,nan,Henry Silva,nan,nan,nan,nan,guestStars,0
1048,Truth or Death,nan,"In rural Georgia, single dad, Donald Ray Skinner, meets a beautiful Mississippi blond, Allene Hawkins.  She's also a single mom and sparks soon fly.  They marry, but it won't be happily ever after.  Behind their blissful fa?ade stirs lethal deceit.",8.0,3.0,nan,nan,nan,2016-03-05,nan,2016-01-01,nan,nan,nan,1615,nan,Ray Chang,nan,nan,nan,nan,guestStars,0
3191,Image of Glory,nan,nan,18.0,1.0,nan,nan,nan,1963-02-04,nan,1963-01-01,nan,nan,nan,4779,Special Guest: Paleface,nan,nan,21.0,0.0,2013-10-09,nan,0
5235,Hand Walk II ~ Daruma 7 ~ Bamboo Derby,nan,nan,7.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4685,nan,Andrea Hatfield,nan,nan,nan,nan,guestStars,0
1488,nan,Neil Dudgeon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1194,nan,Ian Gomez,nan,nan,nan,nan,guestStars,0
975,The Pearl,nan,nan,23.0,3.0,nan,nan,nan,1956-02-12,nan,1956-01-01,nan,nan,nan,491,nan,Gary Basaraba,nan,nan,nan,nan,guestStars,0
2539,nan,Craig Parker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,595,nan,Rachel Jane Sacrey,nan,nan,nan,nan,guestStars,0
5562,nan,Brian D. Lucas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5307,Steamy Desire,nan,"Lupin and Jigen find themselves looking after a girl who was used as a living piece of art, whilst evading Fujiko, who desperately wants to kill her for personal reasons. ",9.0,1.0,2012-05-30,nan,0
5628,nan,Douglas L. Stratton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,460,nan,Elizabeth Sodaro,nan,nan,nan,nan,guestStars,0
1597,nan,Jennifer Phillips,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4352,nan,nan,nan,11.0,1.0,nan,nan,0
5079,nan,Elizabeth Stewart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,nan,Na Young Seok,nan,nan,nan,nan,directors,0
832,nan,Roza Akobirova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3670,nan,Yuuya Takahashi,nan,nan,nan,nan,writers,0
2174,Episode 9,nan,nan,9.0,2.0,nan,nan,nan,2018-09-08,nan,2018-01-01,nan,nan,nan,1649,nan,Anne Haney,nan,nan,nan,nan,guestStars,0
3305,Dirty Jobs,nan,"'Dirty Jobs is a program on the Discovery Channel, produced by Pilgrim Films & Television, in which host Mike Rowe is shown performing difficult, strange, disgusting, or messy occupational duties alongside the typical employees. The show premiered with two pilot episodes in November 2003. It returned as a series on July 26, 2005, running for 8 seasons until September 12, 2012. The show's setting was refocused in Australia for the eighth season, advertised as Dirty Jobs Down Under.There is also a European edition of the show, hosted by Danish former goalkeeper Peter Schmeichel.On November 21, 2012, Mike Rowe announced that Discovery Channel had cancelled Dirty Jobs.",nan,nan,9.0,181.0,nan,2003-11-07,2012-09-12,2003-01-01,60,Documentary,US,5307,Steamy Desire,nan,"Lupin and Jigen find themselves looking after a girl who was used as a living piece of art, whilst evading Fujiko, who desperately wants to kill her for personal reasons. ",9.0,1.0,2012-05-30,nan,0
