tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
5097,nan,Antonie Hegerl?kov?,nan,nan,2012-01-01,1923-01-01,nan,nan,nan,"actress,miscellaneous",nan,791,nan,Zach Galifianakis,nan,nan,nan,nan,actor,0
255,The Velvet Trap,nan,16.0,3.0,nan,nan,nan,1962-01-01,Adventure,nan,48.0,5789,nan,Yaphet Kotto,nan,nan,nan,nan,writers,0
3545,nan,Addison Richards,nan,nan,1964-01-01,1902-01-01,nan,nan,nan,actor,nan,4346,nan,Larry Gilliard Jr.,nan,nan,nan,nan,guestStars,0
4259,Now a Brief Word,nan,6.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,7081,Sharon Sharalike,nan,"Selfish Shauna, unwlling to share even her most neglected toys with he younger sister Katie, spitefully hides Sharon Sharalike, the new doll that they've just recieved.  But Shauna learns a lesson when she hears Sharon crying in the dead of night and comes to disover that the doll has mysteriously come to life.",1.0,3.0,1999-09-09,nan,0
4828,nan,Tita Purdom,nan,nan,nan,nan,nan,nan,nan,actress,nan,3117,Larry David as George Costanza,nan,A look at Larry David playing the character of George.,35.0,0.0,2010-06-10,nan,0
3575,nan,Lyle Weldon,nan,nan,nan,nan,nan,nan,nan,"writer,director,producer",nan,2651,nan,Gina Gionfriddo,nan,nan,nan,nan,writers,0
1985,nan,Tom Burlinson,nan,nan,nan,1956-01-01,nan,nan,nan,"actor,music_department,soundtrack",nan,4173,Tsubasa Family - Part 4,nan,"Araragi begs Shinobu for her help, which she eventually provides. He then formulates a plan to confront the Curse Cat and save Hanekawa.",6.0,0.0,2012-12-31,nan,0
51,nan,George W. George,nan,nan,2007-01-01,1920-01-01,nan,nan,nan,"writer,producer,miscellaneous",nan,1958,nan,Boris Krutonog,nan,nan,nan,nan,guestStars,0
1700,Foisted!,nan,1.0,9.0,nan,nan,nan,2017-01-01,Comedy,nan,37.0,5182,Unpopular Mechanics,nan,"Randall, who loves to invent destructive mechanical gadgets, gets his comeuppance as his appliances suddenly turn on him.",4.0,3.0,1999-09-30,nan,0
273,nan,Pierre Cendors,nan,nan,nan,nan,nan,nan,nan,writer,nan,1021,nan,Ken Kramer,nan,nan,nan,nan,guestStars,0
865,nan,Russ Mayberry,nan,nan,2012-01-01,1925-01-01,nan,nan,nan,"director,producer,miscellaneous",nan,4637,Episode 2,nan,This episode meets boys and girls who have been imprisoned for serious crimes and are undergoing revolutionary new treatment programmes designed to help stop them re-offending,2.0,1.0,2015-02-17,nan,0
1470,50% of Normal,nan,9.0,1.0,nan,nan,nan,1974-01-01,"Crime,Drama",nan,60.0,2091,So Very Attractive,nan,"Julia, obsessed with the idea of being more beautiful, puts on a miracle cream that fulfills her wish but causes her to attract the unwanted attention of all sorts of creatures.",7.0,3.0,1999-10-21,nan,0
5019,nan,Frances Hyland,nan,nan,2004-01-01,1927-01-01,nan,nan,nan,actress,nan,956,Pit Bull Sessions,nan,"Pembleton and Falsone look into the death of an elderly man who might have been killed by the pit bulls owned by his grandson. The other detectives hang out at the Waterfront and tell stories about stupid criminals they have met. The judge in the wrongful death suit of Luther Mahoney decides there is enough evidence to turn the suit into a jury trial. Kellerman suspects there might be something up, so he tries to go and see the judge.",15.0,6.0,1998-03-13,nan,0
983,nan,Mary C. Ker,nan,nan,nan,1950-01-01,nan,nan,nan,actress,nan,3406,nan,Saki Miata,nan,nan,nan,nan,guestStars,0
2955,Quiet Desperation,nan,17.0,8.0,nan,nan,nan,1961-01-01,Drama,nan,30.0,6525,Baneling,nan,"The quest for the Stone of Tears brings Richard, Kahlan, Zedd and Cara to a D’Haran prison, where the dead return from the underworld to prey on the living.",2.0,2.0,2009-11-14,nan,0
1154,nan,Carl Benton Reid,nan,nan,1973-01-01,1893-01-01,nan,nan,nan,actor,nan,3441,Like A Pierrot ~ Seesaw 60 ~ Daruma 7,nan,nan,9.0,1.0,2008-02-03,nan,0
2428,nan,Ken Kolb,nan,nan,2016-01-01,1926-01-01,nan,nan,nan,writer,nan,7790,nan,Laura Roth,nan,nan,nan,nan,guestStars,0
3581,nan,John Knight,nan,nan,1967-01-01,1919-01-01,nan,nan,nan,"director,producer,actor",nan,4148,nan,Jeffrey Wright,nan,nan,nan,nan,guestStars,0
2139,The Accused,nan,29.0,6.0,nan,nan,nan,1959-01-01,Drama,nan,30.0,1346,nan,Abby Wolf,nan,nan,nan,nan,guestStars,0
2517,nan,Rosemary Edelman,nan,nan,nan,1935-01-01,nan,nan,nan,actress,nan,1945,nan,Dan Holden,nan,nan,nan,nan,directors,0
2407,nan,Werner Sch?nemann,nan,nan,nan,1959-01-01,nan,nan,nan,"actor,director,writer",nan,1912,Loyalty,nan,"In the first of a two-part story, the badly burned body of a disabled man turns up in a remote part of Manchester and a few days later another corpse is discovered. The detectives start to realise the victims were not just murdered, but tortured too. They make an arrest, but it becomes clear their investigation has just scratched the surface. Meanwhile, Janet throws her husband out and Rachel's estranged brother turns up on her doorstep.",1.0,2.0,2012-03-12,nan,0
4196,nan,Lee Roberts,nan,nan,1989-01-01,1913-01-01,nan,nan,nan,actor,nan,2772,nan,Brian Constantini,nan,nan,nan,nan,guestStars,0
1656,nan,Frank Campanella,nan,nan,2006-01-01,1919-01-01,nan,nan,nan,actor,nan,3122,A Matter of Rank,nan,"Gill introduces her new sergeant to Will Pemberton, an ambitious detective superintendent on his way to the top. However, Rachel and Will have been enjoying a passionate yet discreet affair for the past few months. Will wants to go public but Rachel would prefer to keep it quiet, worried about how others might judge her. Inspired by Eleanor's happy home life, Janet determines to persevere with the dating game. But a speed dating evening proves a disaster when she realises she is unable to step out of character, and has been interviewing every man there as if he was a suspect. The case of the week involves the murder of a woman in a Manchester hotel. With only a necklace and the name Lola to go on, Syndicate 9 try to piece together her last known movements. When a witness comes forward to report a troubling sexual encounter, it seems that a hook-up site could hold the answers.",4.0,4.0,2014-10-01,nan,0
2545,nan,Scoot McNairy,nan,nan,nan,1977-01-01,nan,nan,nan,"actor,producer,soundtrack",nan,3007,nan,Scoot McNairy,nan,nan,nan,nan,actor,1
4447,nan,Valentina Kulagina,nan,nan,nan,nan,nan,nan,nan,editor,nan,2105,nan,Anne Francis,nan,nan,nan,nan,guestStars,0
4511,nan,Max Boyd,nan,nan,nan,nan,nan,nan,nan,nan,nan,7457,Suruga Monkey - Part 2,nan,"The day after his attack, Koyomi goes to see Suruga, where she tells him something about herself he can't quite grasp.",7.0,1.0,2009-08-21,nan,0
2839,nan,Deb Cano,nan,nan,nan,nan,nan,nan,nan,nan,nan,4577,Episode 12,nan,nan,12.0,2.0,2017-08-29,nan,0
373,Sniper: Part 1,nan,8.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,4253,A Seinfeld Moment on Curb,nan,nan,36.0,0.0,nan,nan,0
1267,nan,Derek Jacobi,nan,nan,nan,1938-01-01,nan,nan,nan,"actor,producer",nan,2432,nan,Christian Lees,nan,nan,nan,nan,guestStars,0
1758,nan,Charlie Pearson,nan,nan,nan,nan,nan,nan,nan,"writer,art_department",nan,6572,Death of a Doxy (2),nan,"Orrie Cather, one of Wolfe's operatives, has been secretly seeing a wealthy man's kept mistress at her secret love nest. He is arrested when she turns up dead.",2.0,2.0,2002-04-14,nan,0
186,Vicious,nan,nan,nan,nan,nan,2016-01-01,2013-01-01,Comedy,nan,23.0,1479,Dairy Cow Midwife,nan,"Inside an Indiana dairy farm, Mike learns how to milk a cow and use a blow torch to clean her udders. Then, Mike gets the inside scoop on how to inseminate a cow. Finally, he gets an up-close look at fatherhood as he helps deliver baby calves.",9.0,4.0,2008-04-28,nan,0
2112,nan,J?rgen Renn,nan,nan,nan,1956-01-01,nan,nan,nan,nan,nan,3536,nan,Rachelle Diedericks,nan,nan,nan,nan,guestStars,0
2722,nan,Brian Blessed,nan,nan,nan,1936-01-01,nan,nan,nan,"actor,soundtrack,director",nan,2240,Too Many Clients (2),nan,"After Thomas Yeager hires Archie because he believes he's being followed, he winds up dead at a construction site. Wolfe and Archie's investigations show that the victim had many lovers.",10.0,2.0,2002-06-09,nan,0
1170,nan,Irving Berlin,nan,nan,1981-01-01,1902-01-01,nan,nan,nan,"editor,editorial_department,actor",nan,6437,nan,Cardi B,nan,nan,nan,nan,guestStars,0
3467,nan,Aleksei Smirnov,nan,nan,1979-01-01,1920-01-01,nan,nan,nan,actor,nan,1278,nan,Helena Eronen,nan,nan,nan,nan,guestStars,0
1653,nan,Donald S. Sanford,nan,nan,2011-01-01,1918-01-01,nan,nan,nan,writer,nan,752,Geoduck Farmer,nan,"'Mike first heads off to California to help tear down a dam so trout on the endangered species list can spawn. Mike then goes to Pennsylvania to restore a church's pipe organ, a process that takes a total of eight years to complete. Finally, Mike goes to Puget Sound in Washington to harvest geoduck clams, otherwise known as ''gooey ducks''.",11.0,2.0,2006-07-18,nan,0
1580,Vendetta,nan,3.0,3.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,657,nan,Andrew Merrifield,nan,nan,nan,nan,directors,0
666,nan,Silvia Caballero,nan,nan,nan,nan,nan,nan,nan,"actress,production_manager",nan,1715,nan,Emily Ballou,nan,nan,nan,nan,writers,0
4749,nan,Sonny Strait,nan,nan,nan,1965-01-01,nan,nan,nan,"actor,sound_department,miscellaneous",nan,3250,nan,Andrea Frankle,nan,nan,nan,nan,guestStars,0
1372,nan,Gerd Haag,nan,nan,nan,nan,nan,nan,nan,"producer,miscellaneous,director",nan,5465,nan,Michael Pace,nan,nan,nan,nan,guestStars,0
4361,nan,Scotty Morrow,nan,nan,nan,1946-01-01,nan,nan,nan,actor,nan,4179,nan,Scotty Morrow,nan,nan,nan,nan,guestStars,1
357,nan,Hans Conried,nan,nan,1982-01-01,1917-01-01,nan,nan,nan,"actor,soundtrack,miscellaneous",nan,4601,nan,Hans Conried,nan,nan,nan,nan,guestStars,1
3303,nan,Ricardo Montalban,nan,nan,2009-01-01,1920-01-01,nan,nan,nan,"actor,soundtrack,director",nan,6356,nan,Shawn Woodyard,nan,nan,nan,nan,guestStars,0
2433,nan,You Kurosaki,nan,nan,nan,nan,nan,nan,nan,"music_department,actor",nan,6027,nan,Gregory Michael Cooke,nan,nan,nan,nan,guestStars,0
1490,nan,F.R. Weir,nan,nan,nan,nan,nan,nan,nan,writer,nan,1890,D.Gray-man,nan,"'Toward the end of the 19th century, Allen Walker officially joins the organization of Exorcists that destroy the beings known as Akuma; mechanic weapons made by the Millennium Earl with the suffering souls of the dead. Allen has both a cursed eye and an anti-Akuma weapon as an arm, bearing the power of ''Innocence,'' a gift given to him as an apostle of God. Allen, along with his fellow Exorcists must put a stop to the Millennium Earl's ultimate plot that could lead to the destruction of the world and all who live on it.",nan,nan,2006-10-03,nan,0
1579,nan,Stefan Schnabel,nan,nan,1999-01-01,1912-01-01,nan,nan,nan,actor,nan,7147,nan,Adam Campbell,nan,nan,nan,nan,guestStars,0
3471,The Hour and the Day,nan,4.0,3.0,nan,nan,nan,2019-01-01,"Crime,Drama,Mystery",nan,67.0,1698,The Hour and the Day,nan,"Hays and West see a possible connection between the local church and the Purcell crimes. As the detectives search for one suspect and round up another one for interrogation, Woodard finds himself targeted by a vigilante group.",4.0,3.0,2019-01-27,nan,1
2582,"Murder, My Sweet",nan,nan,nan,nan,nan,nan,1944-01-01,"Crime,Drama,Film-Noir",nan,95.0,258,nan,Christopher McCulloch as Jackson Publick,nan,nan,nan,nan,directors,0
4905,nan,Edward Dmytryk,nan,nan,1999-01-01,1908-01-01,nan,nan,nan,"director,editor,editorial_department",nan,6724,About a Woman (3) with Pihla Viitala,nan,nan,43.0,0.0,2013-12-04,nan,0
2210,nan,Ivan Bulic,nan,nan,nan,nan,nan,nan,nan,"director,actor,writer",nan,660,nan,Ed Steidele,nan,nan,nan,nan,guestStars,0
2419,nan,Ana Manolova-Pipeva,nan,nan,2009-01-01,1924-01-01,nan,nan,nan,editor,nan,7531,Exposed ,nan,"Mary Jane and Andre have decided to settle in together at her home in domestic bliss. Meanwhile, Helen is disappointed with Paul Sr. for not receiving a platinum table at an exclusive gala, so he finds an unlikely source in hopes of obtaining one. While Andre declines his invitation to accompany Mary Jane at the gala, she unexpectedly runs into her ex David. Also, Mary Jane is faced with a challenging decision at SNC involving a fellow journalist.",5.0,1.0,2014-02-11,nan,0
2112,nan,J?rgen Renn,nan,nan,nan,1956-01-01,nan,nan,nan,nan,nan,4453, Bee,nan,Isabella Rossellini explores the mating habits of bees.,3.0,1.0,2008-05-05,nan,0
1833,nan,Keith Silverstein,nan,nan,nan,1970-01-01,nan,nan,nan,"actor,sound_department,miscellaneous",nan,2540,The Survivor,nan,Larry and Cheryl prepare to renew their wedding vows; Larry mulls an offer from his dry cleaner.,9.0,4.0,2004-03-07,nan,0
1157,nan,Richard Sanderson,nan,nan,nan,nan,nan,nan,nan,"soundtrack,composer,actor",nan,6237,nan,Bill McLaughlin,nan,nan,nan,nan,guestStars,0
1469,nan,Joe Reser,nan,nan,nan,nan,nan,nan,nan,nan,nan,4231,"Fondly, Goodbye",nan,nan,13.0,1.0,2016-10-03,nan,0
3111,Mister Softee,nan,9.0,8.0,nan,nan,nan,2011-01-01,Comedy,nan,33.0,3175,Mister Softee,nan,An ice cream truck triggers a painful childhood memory for Larry.,9.0,8.0,2011-09-04,nan,1
2889,Return to Spider-Skull Island,nan,13.0,1.0,nan,nan,nan,2004-01-01,"Action,Adventure,Animation",nan,22.0,1418,Return to Spider-Skull Island,nan,"Dr. Venture finally learns the secret of his recurring womb nightmares when a stomach tumor turns out to be something far more sinister.  In a fit of jealousy over their mistaken belief their father is pregnant, the boys run away from home.  But their newfound freedom is short lived once they run afoul of the law and land themselves in a 'Scared Straight'-style outreach program headed by none other than the recently incarcerated Monarch.",13.0,1.0,2004-10-30,nan,1
1998,nan,Richard Garland,nan,nan,1969-01-01,1927-01-01,nan,nan,nan,actor,nan,6360,Club Soda and Salt,nan,"'Dismayed in part over the peanut incident, Randy quits his job at the restaurant, and Larry, Jeff and Ted must search for a new chef. Ted suggests they audition his personal chef, but at dinner Larry feels the food ''just wasn't that good'' and rejects the candidate. Meanwhile, Larry accuses his wife Cheryl of having a crush on a tennis-playing cast member of ''Tony n' Tina's Wedding''; a couple refuse Larry's wedding gift because it's more than a year late; and a saleswoman becomes convinced that Larry is stalking her as revenge for her being too aggressive.",3.0,3.0,2002-09-29,nan,0
2479,nan,William Colgate,nan,nan,nan,nan,nan,nan,nan,actor,nan,2081,nan,William Colgate,nan,nan,nan,nan,guestStars,1
4459,nan,Anthony Hopkins,nan,nan,nan,1937-01-01,nan,nan,nan,"actor,soundtrack,composer",nan,6044,nan,Jay Tobias,nan,nan,nan,nan,director,0
5017,nan,Mark Fielder,nan,nan,nan,nan,nan,nan,nan,"producer,director,writer",nan,3660,nan,David Koechner,nan,nan,nan,nan,guestStars,0
3981,nan,Daniele Rodrigues,nan,nan,nan,1971-01-01,nan,nan,nan,actress,nan,2935,nan,Melanie Smith,nan,nan,nan,nan,guestStars,0
3866,nan,David Ba?ot,nan,nan,nan,1983-01-01,nan,nan,nan,actor,nan,2775,nan,Mojo Gentry,nan,nan,nan,nan,guestStars,0
3348,nan,Jo Morrow,nan,nan,nan,1939-01-01,nan,nan,nan,"actress,soundtrack",nan,2231,nan,Jeremy Bronson,nan,nan,nan,nan,writers,0
1666,nan,Claes Malmberg,nan,nan,nan,1961-01-01,nan,nan,nan,"actor,writer",nan,7775,nan,Jay Novello,nan,nan,nan,nan,guestStars,0
1138,nan,Irving Gertz,nan,nan,2008-01-01,1915-01-01,nan,nan,nan,"music_department,composer,soundtrack",nan,530,"Chaucer-Ted Hughes, 1384-1984",nan,"A sweeping introduction to English-language poetry. Featured performers: Peggy Ashcroft, Cyril Cusack, Nicholas Gecks, Julian Glover, Lee Remick, Ian Richardson, Gary Watson.",1.0,1.0,1984-05-02,nan,0
4975,nan,Argentina Brunetti,nan,nan,2005-01-01,1907-01-01,nan,nan,nan,"actress,miscellaneous",nan,2930,The Grand Opening,nan,"Larry figures out a way to fire a chef, and alienate an important restaurant critic, in the days before his new restaurant is scheduled to open. As Susie stews over a misunderstanding with Larry and Cheryl, the Davids spend some quality time at the car wash. With its grand opening at hand, the restaurant owners hire a new chef with a penchant for speaking his mind.",10.0,3.0,2002-11-17,nan,0
4510,nan,Steven Hill,nan,nan,2016-01-01,1922-01-01,nan,nan,nan,actor,nan,3973,nan,Steven Hill,nan,nan,nan,nan,guestStars,1
370,nan,Rodney McMahon,nan,nan,nan,nan,nan,nan,nan,actor,nan,1522,nan,David Mandel,nan,nan,nan,nan,director,0
1303,nan,Matthew Bird,nan,nan,nan,nan,nan,nan,nan,"producer,location_management,miscellaneous",nan,2190,nan,nan,nan,7.0,1.0,2016-12-11,nan,0
2995,nan,Tom Clegg,nan,nan,2016-01-01,1934-01-01,nan,nan,nan,"director,camera_department,writer",nan,1124,nan,Ian Buck,nan,nan,nan,nan,guestStars,0
1095,nan,Gale Garnett,nan,nan,nan,1942-01-01,nan,nan,nan,"actress,soundtrack",nan,2400,I Got Flowers Today Part Two,nan,"Two female culprits kidnap Son Ho Min who is later found stabbed in his father’s vacation house. He is taken to the hospital and put under intensive care. The Golden Time team finds out that there is a third suspect at the hospital ready to end Son Ho Min’s life and rushes to the scene. Later at the hospital, Son Ho Min is found dead after Team Leader Do Kang Ho wakes up from one of his blackouts.",9.0,2.0,2018-09-08,nan,0
334,nan,Rachel Ward,nan,nan,nan,1957-01-01,nan,nan,nan,"actress,director,writer",nan,6260,nan,Robert Carlson,nan,nan,nan,nan,guestStars,0
652,nan,Beal Wong,nan,nan,1962-01-01,1906-01-01,nan,nan,nan,"actor,soundtrack",nan,3823,nan,Vincent D'Onofrio,nan,nan,nan,nan,guestStars,0
1671,nan,Karen Bernstein,nan,nan,nan,1969-01-01,nan,nan,nan,actress,nan,6472,nan,Robert Palfrader,nan,nan,nan,nan,actor,0
4964,nan,Jerome Cowan,nan,nan,1972-01-01,1897-01-01,nan,nan,nan,"actor,soundtrack",nan,2631,Youth Over Flowers in Africa: Special,nan,"A tent and camping equipment are set up on a rooftop of a building in Seoul. About a month after the trip in Africa, the members of Youth Over Flowers in Africa are gathered again. The camping equipment reminds them of their memories in Africa. They talk about everything they experienced in Africa from people and animals they met and the food they had. Plus, behind the scene stories are revealed.",7.0,4.0,2016-04-01,nan,0
2212,nan,Russell Custer,nan,nan,1985-01-01,1899-01-01,nan,nan,nan,"actor,miscellaneous",nan,3258,nan,Erol Nowak,nan,nan,nan,nan,actor,0
4096,nan,Kate Spencer,nan,nan,nan,nan,nan,nan,nan,"producer,production_manager,miscellaneous",nan,2338,Getting It,nan,"Mary Jane joins forces with Justin, setting forth a plan that could oust Ronda from the anchor chair, but Kara gets caught in the crossfire.",10.0,4.0,2017-03-21,nan,0
4995,Immune to Murder,nan,16.0,2.0,nan,nan,nan,2002-01-01,"Action,Drama,Mystery",nan,45.0,1834,Immune to Murder,nan,"Nero is asked to cook his famous baked trout for an oilman and an Eastern European ambassador. But when Archie finds a body in the trout stream, Wolfe must solve the murder first.",16.0,2.0,2002-08-18,nan,1
3202,nan,John Alexander,nan,nan,nan,nan,nan,nan,nan,writer,nan,5044,The Hero,nan,Larry plays the hero in the sky and underground; Jeff’s courtship of Ricky Gervais is sabotaged by a nosy waiter. ,6.0,8.0,2011-08-14,nan,0
1891,nan,Stephen Gyllenhaal,nan,nan,nan,1949-01-01,nan,nan,nan,"director,writer,producer",nan,907,nan,Stephen Gyllenhaal,nan,nan,nan,nan,director,1
2294,nan,Jeffrey Hayden,nan,nan,2016-01-01,1926-01-01,nan,nan,nan,"director,producer,writer",nan,7801,The cricket and the Bombardon,nan,nan,10.0,1.0,nan,nan,0
