tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2106,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet",VLDB,1999,27512,Essence and Accidents of Software Engineering,info.computer.org,nan,nan,0
865,SQL Standardization: The Next Steps,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2000,9870,PanoramaExcerpts: extracting and packing panoramas for video browsing,"Y Tanigushi, A Akutsu, Y Tonomura","Proc. ACM Multimedia,",nan,0
733,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",SIGMOD Conference,2003,14037,Accessing the mental lexicon,KI Forster,"New approaches to language mechanisms,",1976.0,0
418,Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,7389,The ER Model Toward a Unified View of Data,PP Chen,"ACM Transactions on Database Systems,",nan,0
1405,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997,38871,Spatial ability: A review and reanalysis of the correlational literature,D Lohman,1979,nan,0
136,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997,25073,Socialization and Immigrant Students' Learning in Adult Education Programs,"MY Lee, V Sheared","New Directions for Adult and Continuing Education,",2002.0,0
1934,Description logics for semantic query optimization in object-oriented database systems,"Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano",ACM Trans. Database Syst.,2003,34581,High precision touch screen interaction,S Zhai,"Proc. of ACM CHI???03,",nan,0
1764,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,Guido Moerkotte,VLDB,1998,14881,"Birth of a sexual assault response team: The first year of the Lucas County/Toledo, Ohio, SART",D Dandino-Abbott,"JOURNAL OF EMERGENCY NURSING,",1999.0,0
269,Information Director's Message,Alberto O. Mendelzon,SIGMOD Record,1998,931,Generative video: A meta video representation,RS Jasinschi,"submitted to publication,",nan,0
52,Data Modelling in the Large,Martin Bertram,SIGMOD Record,1994,6228,RECORDING ADVANCES FOR NEURAL PROSTHETICS,"RA Andersen, JW Burdick, S Musallam, H Scherberger",nan,nan,0
2015,XPath Queries on Streaming Data,"Sudarshan S. Chawathe, Feng Peng",SIGMOD Conference,2003,60996,Using World-Wide Web Hypertext as a Generic User Interface,S Putz,"Proceedings of ACM Hypertext,",nan,0
499,The LHAM Log-Structured History Data Access Method,"Gerhard Weikum, Patrick E. O'Neil, Peter Muth, Achim Pick",VLDB J.,2000,8029,PROCOL: a parallel object language with protocols,"J Van Den Bos, C Laffra","ACM SIGPLAN Notices,",1989.0,0
725,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy",SIGMOD Conference,1999,53349,"Of Crawlers, Portals. Mice and Men: Is there more to Mining the Web?","MN Garofalakis, S Ramaswamy, R Rastogi, K Shim","SIGMOD RECORD,",1999.0,1
668,Middle East Technical University Software Research and Development Center,Asuman Dogac,SIGMOD Record,1996,31975,"A method for the magnetic analysis of a spectrum by means of unresolved Zeeman patterns, and its","AG Shenstone, HA Blair","Phil. Mag,",nan,0
181,Searching in metric spaces with user-defined and approximate distances,"Marco Patella, Paolo Ciaccia",ACM Trans. Database Syst.,2002,32207,Automatic Sense Disambiguation Using Machine Readable Dictionaries: How to Tell a Pine Cone from an,M Lesk,"Proceedings of ACM Press,",nan,0
2457,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",VLDB,1995,31978,"???An Improved Protocol Validation Technique,??? J. Rubin and CH West,","LB Network, VC Hamacher","Computer Networks,",1982.0,0
1021,AlphaSort: A Cache-Sensitive Parallel External Sort,"Jim Gray, Zarka Cvetanovic, Tom Barclay, Chris Nyberg, David B. Lomet",VLDB J.,1995,9199,Alphasort: A cache-sensitive parallel external sort,"C Nyberg, T Barclay, Z Cvetanovic, J Gray, D Lomet","The VLDB Journal The International Journal on Very Large  &hellip;,",1995.0,1
106,"A Distributed Scientific Data Archive Using the Web, XML and SQL/MED","Alistair N. Dunlop, Jasmin L. Wason, Denis A. Nicole, Mark Papiani",SIGMOD Record,1999,49016,"A Distributed Scientific Data Archive Using the Web, XML and SQL/MED.",ACMS Anthology,"SIGMOD Record,",1999.0,1
1785,A Raster Approximation For Processing of Spatial Joins,"Jano Moreira de Souza, Geraldo Zimbrao",VLDB,1998,36787,A general stepwise mutation model for simple sequence repeats,"MM Xiong, SW Guo",nan,nan,0
43,Fact: A Learning Based Web Query Processing System,"Zengping Tian, Hongjun Lu, Yanlei Diao, Songting Chen",SIGMOD Conference,2000,35372,Knowledge Management,NJ Davies,"BT Technology Journal,",2000.0,0
888,Change-Centric Management of Versions in an XML Warehouse,"Laurent Mignet, Am?lie Marian, Gregory Cobena, Serge Abiteboul",VLDB,2001,5376,Towards a neural model of timing,G Bugmann,nan,nan,0
1921,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,SIGMOD Record,2003,39129,An overview of vertical partitioning in object oriented databases,"GS Chinchwadkar, A Goh","The Computer Journal,",1999.0,0
299,"Declarative Data Cleaning: Language, Model, and Algorithms","Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas",VLDB,2001,52275,On the union of ?±-curved objects,"A Efrat, M Katz","Proc. 14th ACM Symp. Comput. Geom,",nan,0
1351,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",VLDB,2001,55121,"Some issues in the learning of accurate, interpretable user models from sparse data",F Wittig,nan,nan,0
1257,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",VLDB,1995,30251,Non-pharmaceutical measures for prevention of post-thrombotic syndrome,"DN Kolbach, MW Sandbrink, K Hamulyak, HA Neumann,","Cochrane Database Syst Rev,",2003.0,0
962,RRXF: Redundancy reducing XML storage in relations,"Carmem S. Hara, Susan B. Davidson, Yi Chen, Yifeng Zheng",VLDB,2003,14658,The Student Affairs Establishment and the Institutionalization of the Collegiate Ideal,AM Ortiz,"New Directions for Higher Education,",1999.0,0
1482,Automated Selection of Materialized Views and Indexes in SQL Databases,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",VLDB,2000,8961,Role of maternal immunoglobulins blocking TSH-induced thyroid growth in sporadic forms of congenital,"RD Van Der Gaag, JH Dussault","Lancet i,",1985.0,0
934,Reminiscences on Influential Papers,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan",SIGMOD Record,2001,49643,Psychosocial Factors and Musculoskeletal Symptoms; First Results of the Dutch Longitudinal Study,"PM Bongers, ILD Houtman","Proceedings of the 25 thInternational Conference on  &hellip;,",nan,0
1103,DMS: A Parallel Data Mining Server,Felicity A. W. George,VLDB,1998,12576,Low Power CMOS Interface Circuitry FOR Sensors AND Actuators,JH Nielsen,2003,nan,0
90,New Programs at DARPA and NSF,Xiaolei Qian,SIGMOD Record,1996,36130,Design of survivable networks,M Stoer,1993,nan,0
1807,Structural Matching and Discovery in Document Databases,"Jason Tsong-Li Wang, George Jyh-Shian Chang, Dennis Shasha, Girish Patel, Kaizhong Zhang, Liam Relihan",SIGMOD Conference,1997,12138,"Australian managers' perceptions, attitudes and use of information technology","GJ O'Brien, WD Wilde","Information and Software Technology,",1996.0,0
1088,Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce,"A. Prasad Sistla, Robert H. Sloan, Yelena Yesha, Ouri Wolfson",ACM Trans. Database Syst.,1998,36173,Social choice and the Arrow conditions,A Gibbard,"Unpublished manuscript,",nan,0
294,Bit-Sliced Index Arithmetic,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil",SIGMOD Conference,2001,53881,Entrepreneurial Opportunities Created by Electronic Grocery Shopping,J HEIKKILA,"Electronic Markets,",2000.0,0
1014,Querying XML Views of Relational Data,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",VLDB,2001,46271,Querying XML Views of Relational Data - group of 2 &raquo;,"J Shanmugasundaram, J Kiernan, E Shekita, C Fan, J","Proceedings of the 27th International Conference on Very  &hellip;,",2001.0,1
712,Delivering High Availability for Inktomi Search Engines,Eric A. Brewer,SIGMOD Conference,1998,23410,zusammenfassende Darstebbung zum Verst?¤ndnis des Gleichnisses,DG vom verlorenen Sohn???Eine,nan,nan,0
518,The Third Manifesto,"C. J. Date, Hugh Darwen",SIGMOD Record,1995,34215,Vocal interruptions in dyadic communication as a function of speech and social anxiety,"M Natale, E Entin, C Jaffe","Journal of Personality and Social Psychology,",1979.0,0
2001,First-Class Views: A Key to User-Centered Computing,"Arnon Rosenthal, Edward Sciore",SIGMOD Record,1999,11876,Y in practical programs,B McAdam,Unpublished,nan,0
669,The Handwritten Trie: Indexing Electronic Ink,"Padmavathi Vallabhaneni, Daniel Barbar?, Walid G. Aref",SIGMOD Conference,1995,11691,Digital to Analog Quantization Noise,A Clawson,"Technical report, Space System Laboratory, Massachusetts",nan,0
2013,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,"J?rg Sander, Hans-Peter Kriegel, Peer Kr?ger, Markus M. Breunig",SIGMOD Conference,2001,29056,"The Contexts of College Teaching, Past and Future.",KE Eble,"New Directions for Teaching and Learning,",1988.0,0
2302,Fast Incremental Indexing for Full-Text Information Retrieval,"W. Bruce Croft, James P. Callan, Eric W. Brown",VLDB,1994,36981,Constraint databases: A tutorial introduction,J Van den Bussche,"SIGMOD Record,",2000.0,0
61,The Data-Centric Revolution in Networking,Scott Shenker,VLDB,2003,28403,DNRE,NEG Margins,"ISBN,",nan,0
962,RRXF: Redundancy reducing XML storage in relations,"Carmem S. Hara, Susan B. Davidson, Yi Chen, Yifeng Zheng",VLDB,2003,53284,TreadMarks: Shared memory computing on networks of workstations,"P Keleher, AL Cox, S Dwarkadas, W Zwaenepoel","IEEE Computer,",nan,0
292,Automatic Segmentation of Text into Structured Records,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh",SIGMOD Conference,2001,39593,Query processing and inverted indices in shared-nothing text document information retrieval systems,"A Tomasic, H Garcia-Molina","The VLDB Journal The International Journal on Very Large  &hellip;,",1993.0,0
2193,Dynamic Sample Selection for Approximate Query Processing,"Gautam Das, Surajit Chaudhuri, Brian Babcock",SIGMOD Conference,2003,5837,Relevance feedback in XML retrieval,H Pan,nan,nan,0
2178,Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersd?rfer, Matthias Nicola",VLDB,1995,43354,Correlating Testability with Fault Detection,"MR Mercer, B Underwood","Proc. Int. Test Conf.(ITC),",nan,0
2199,Jumping on the NII Bandwagon,Xiaolei Qian,SIGMOD Record,1994,18799,Two applications of standardization and evaluation in Combinatory Reduction Systems,"R Muller, JB Wells","Submitted for publication,",2000.0,0
501,The Onion Technique: Indexing for Linear Optimization Queries,"Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith, Yuan-Chi Chang, Ming-Ling Lo",SIGMOD Conference,2000,16181,Spec2000: Measuring cpu performance in the new millenium,J Henning,"IEEE Computer,",nan,0
2190,E-Commerce Database Issues and Experience,Anand Rajaraman,SIGMOD Conference,1999,28139,From unsupervised learning to data mining: linking cognition and data analysis,L Talavera,"Proceedings of Jornades d???Intelligencia Artificial: Noves  &hellip;,",1997.0,0
1255,POESIA: An ontological workflow approach for composing Web services in agriculture,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",VLDB J.,2003,26650,Energy-conserving feedback EDF scheduling for embedded systems with real-time constraints,"A Dudani, F Mueller, Y Zhu",nan,nan,0
777,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","Ioana Manolescu, Stefano Ceri",VLDB,2003,46589,Postnatal changes in sublobular distribution of NADPH-cytochrome P-450 reductase in rat liver,"K Kanai, J Watanabe, Y Asaka, S Fujimoto, S","The Histochemical Journal,",1992.0,0
2184,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"Carlotta Domeniconi, Vassilis J. Tsotras, George Kollios, Dimitrios Gunopulos",SIGMOD Conference,2000,7473,Integrity Constraints Checking In Deductive Databases,vldb.org,"VLDB,",1991.0,0
604,A template model for multidimensional inter-transactional association rules,"Jeffrey Xu Yu, Hongjun Lu, Ling Feng, Jiawei Han",VLDB J.,2002,57798,Advanced Transaction Models in Workflow Contexts,C MOHAN??¦,"Relat?³rio de Pesquisa. IBM Almaden Research Center, Dez,",nan,0
2292,Interview with Pat Selinger,Marianne Winslett,SIGMOD Record,2003,27171,Liquid desiccant systems for cooling applications,"KG Mahmoud, HD Ball","Proceedings of the 23rd IECEC, Denver, CO,",nan,0
880,"Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4",?,VLDB J.,1995,23841,Dissecting BitTorrent: Five Months in a Torrent's Lifetime,"M Izal, G Urvoy-Keller, EW Biersack, PA Felber, AA","LECTURE NOTES IN COMPUTER SCIENCE,",2004.0,0
1006,Distributing a Search Tree Among a Growing Number of Processors,"Brigitte Kr?ll, Peter Widmayer",SIGMOD Conference,1994,3684,"Integrating Temporal, Real-Time, and Active Databases","K Ramamritham, R Sivasankaran, JA Stankovic, DT","SIGMOD Record,",1996.0,0
2349,A Study on Data Point Search for HG-Trees,"Paul H. Lewis, Joseph Kuan",SIGMOD Record,1999,28626,The Racism and Life Experience scales,SP Harrell,"Unpublished manuscript,",nan,0
1143,"LH* - A Scalable, Distributed Data Structure","Donovan A. Schneider, Marie-Anne Neimat, Witold Litwin",ACM Trans. Database Syst.,1996,11974,ROLE EXPECTATION PROCESS IN BUILDING A DESIRABLE WORK CULTURE,BP Bauer,2001,nan,0
866,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,58529,Global amplification PCR reveals novel transitional stages in osteoprogenitor cells undergoing,"F Liu, JE Aubin",1998,nan,0
1885,Clio: A Semi-Automatic Tool For Schema Mapping,"Laura M. Haas, Ren?e J. Miller, Mauricio A. Hern?ndez",SIGMOD Conference,2001,60286,"C., and Walirath, M., An Object-Oriented Database System for Engineering Applica. tions","A Kemper, P Lockemann","&hellip;  of International Conference on Management of Data, ACM  &hellip;,",nan,0
399,Distributed Search over the Hidden Web: Hierarchical Database Sampling and Selection,"Luis Gravano, Panagiotis G. Ipeirotis",VLDB,2002,21862,"L (d, 1)-labelings of digraphs","GJ Chang, JJ Chen, D Kuo, SC Liaw",submitted for,nan,0
1077,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,"Jurgen Annevelink, Tak W. Yan",VLDB,1994,51402,Foreword,RM Barnes,"Spectrochimica Acta,",1985.0,0
1697,User Interfaces; Who Cares?,Stefano Spaccapietra,VLDB,1994,14493,Similarities and differences in coalition building among four communities developing drug and,SM Boles,1994,nan,0
173,Information Management Challenges from the Aerospace Industry,Suryanarayana M. Sripada,VLDB,2002,36781,Reconstruction of thermal history in basin modelling using apatite fission track analysis: what is,"IR Duddy, PF Green, KA Hegarty, RJ Bray","Offshore Australia Conference Proceedings,",nan,0
2165,Mobile Computing and Databases: Anything New?,"Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,1995,29801,BANKS: Browsing and Keyword Searching in Relational Databases,"B Aditya, G Bhalotia, S Chakrabarti, A Hulgeri, C","VLDB,",2002.0,0
2129,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,17592,"Data Modelling versus Ontology Engineering, ACM SIGMOD Studer, R., VR Benjamins, et al.(1998).&quot;","P Spyns, R Meersman??¦","Data and Knowledge Engineering,",nan,0
2469,Memory Requirements for Query Execution in Highly Constrained Devices,"Luc Bouganim, Nicolas Anciaux, Philippe Pucheral",VLDB,2003,13755,Improved server assisted signatures,"K Bicakci, N Baykal, K Bicakci, N Baykal","Computer Networks,",2005.0,0
1829,GeoMiner: A System Prototype for Spatial Data Mining,"Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski",SIGMOD Conference,1997,1561,A 28 GHz gyrotron with a permanent magnet system for industry applications,"H Asano, K Kikunaga, K Hemmi, F Sato, T Tsukamoto","Proc. 21st Int. Conf. on Infrared and Millimeter Waves,  &hellip;,",nan,0
1993,Integrated Data Management for Mobile Services in the Real World,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",VLDB,2003,47368,An Implementation Overview of the Aditi Deductive Database System,K Ramamohanarao,"LECTURE NOTES IN COMPUTER SCIENCE,",1993.0,0
335,Optimizing Multidimensional Index Trees for Main Memory Access,"Sang Kyun Cha, Keunjoo Kwon, Kihong Kim",SIGMOD Conference,2001,8037,Deterministic broadcasting in unknown radio networks,"BS Chlebus, L Gasieniec, A Gibbons, A Pelc, W",nan,nan,0
