tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
4949,Die Abenteuer des braven Soldaten Schwejk,nan,nan,nan,nan,nan,nan,1972-01-01,"Comedy,War",nan,60.0,3664,nan,Lyudmila Shlyakhtur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3237,Woodlot,nan,23.0,8.0,nan,nan,nan,1961-01-01,Drama,nan,30.0,1099,nan,Stina Richardson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2753,nan,Noah Beery Jr.,nan,nan,1994-01-01,1913-01-01,nan,nan,nan,"actor,soundtrack",nan,3357,nan,Ted Markland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
250,nan,Michael S. Chernuchin,nan,nan,nan,1954-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,2753,Hostile Makeover,nan,The Ventures are back! And they’re movin’ on up to a deluxe apartment in the sky. But will mo’ money bring mo’ problems? And can The Monarch handle the commute?,1.0,6.0,nan,nan,nan,2016-02-01,nan,2016-01-01,nan,nan,nan,0
4574,nan,Gayle Kellogg,nan,nan,1997-01-01,1921-01-01,nan,nan,nan,actor,nan,4506,nan,Morgan Johnson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3512,nan,Jessica Shaw,nan,nan,nan,nan,nan,nan,nan,"actress,production_designer",nan,2289,nan,Don Scardino,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1667,The Count of Ten,nan,25.0,1.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,1882,The Count of Ten,nan,nan,25.0,1.0,nan,nan,nan,1954-03-14,nan,1954-01-01,nan,nan,nan,1
3935,nan,William Dieterle,nan,nan,1972-01-01,1893-01-01,nan,nan,nan,"director,actor,writer",nan,3364,nan,Grundy Nation Films,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
691,Just an Old Fashioned Love Song,nan,3.0,7.0,nan,nan,nan,1998-01-01,"Crime,Drama,Mystery",nan,nan,3764,nan,Adrian Scott,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2377,Guess Who's Coming to State Dinner?,nan,9.0,2.0,nan,nan,nan,2006-01-01,"Action,Adventure,Animation",nan,22.0,5475,Guess Who's Coming to State Dinner?,nan,"When the Gargantua-1 Space Station breaks orbit and crashes into a wanted terrorist, Colonel Bud Manstrong becomes a national hero.  But did it really happen or is Bud's mother, the indomitable Mrs. Manstrong, behind an insidious plot to assassinate the President?  The mysterious blinking band aid on Bud's head might be the key to a mystery only the ghost of Abraham Lincoln and Team Venture can solve.",9.0,2.0,nan,nan,nan,2006-09-10,nan,2006-01-01,nan,nan,nan,1
346,So Very Attractive,nan,7.0,3.0,nan,nan,nan,1999-01-01,"Animation,Comedy,Fantasy",nan,21.0,5951,Et fuuuucked up sketchshow,nan,nan,1.0,1.0,nan,nan,nan,2014-12-24,nan,2014-01-01,nan,nan,nan,0
2085,All Is Bright,nan,8.0,6.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,4505,nan,Toshimasa Suzuki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3121,nan,Felix E. Feist,nan,nan,1965-01-01,1910-01-01,nan,nan,nan,"producer,director,writer",nan,559,nan,Mutsuo Naganuma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3124,nan,Grace Raynor,nan,nan,nan,nan,nan,nan,nan,actress,nan,5403,nan,Geraldine Griffiths,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
44,nan,Janet McTeer,nan,nan,nan,1961-01-01,nan,nan,nan,"actress,writer,producer",nan,5134,nan,Teletama,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JP,0
266,Chapter 38,nan,12.0,3.0,nan,nan,nan,2015-01-01,Drama,nan,49.0,2417,nan,John Newland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4837,nan,Elman Bahnimtewa,nan,nan,nan,nan,nan,nan,nan,actor,nan,2473,Episode 7,nan,nan,7.0,3.0,nan,nan,nan,2019-06-01,nan,2019-01-01,nan,nan,nan,0
3978,nan,Jud Taylor,nan,nan,2008-01-01,1932-01-01,nan,nan,nan,"director,actor,producer",nan,2201,nan,Herbert Fleischmann,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4927,Dangerous Verdict,nan,25.0,5.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,3521,The Day of the Whale,nan,nan,22.0,1.0,nan,nan,nan,1962-07-17,nan,1962-01-01,nan,nan,nan,0
384,nan,Angel Chiang,nan,nan,nan,1989-01-01,nan,nan,nan,actress,nan,5343,Episode 8,nan,nan,8.0,2.0,nan,nan,nan,2018-09-02,nan,2018-01-01,nan,nan,nan,0
704,nan,Moritz Denis,nan,nan,nan,1977-01-01,nan,nan,nan,"composer,music_department,soundtrack",nan,1775,nan,Carroll Clark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1105,nan,George O'Hanlon,nan,nan,1989-01-01,1912-01-01,nan,nan,nan,"actor,writer,soundtrack",nan,1567,H-A-L– HALLOWEEN,nan,"Jimmy is upset the kids no longer want to participate in the family tradition of dressing up for Halloween. Maya tries to cheer up Jimmy by allowing him to do things he loves by taking things off the family “Dead to Me” list. Meanwhile, Ray recruits Dylan to help work the school’s haunted mansion while Kenneth is scared of losing his job when JJ gets drunk at a party. Even though Maya is furious, she is thrilled to see JJ having a “normal” life.",5.0,1.0,nan,nan,nan,2016-10-26,nan,2016-01-01,nan,nan,nan,0
3331,nan,Lowell S. Hawley,nan,nan,2003-01-01,1908-01-01,nan,nan,nan,"writer,miscellaneous,music_department",nan,4945,Episode 10,nan,nan,10.0,1.0,nan,nan,nan,1972-03-05,nan,1972-01-01,nan,nan,nan,0
2598,Extreme Archaeology,nan,nan,nan,nan,nan,nan,2004-01-01,Documentary,nan,50.0,963,Episode 7,nan,nan,7.0,1.0,nan,nan,nan,2019-01-27,nan,2019-01-01,nan,nan,nan,0
597,nan,Hans Olaf Henkel,nan,nan,nan,1940-01-01,nan,nan,nan,nan,nan,5914,[40] Kabukimonogatari [4] Mayoi Jiangshi - Part 4,nan,"Shinobu Oshino realizes that humanity had turned into zombies thanks to the powers of Kiss-shot. Koyomi Araragi shoots up fireworks as an SOS signal, but instead they are surrounded by zombies. However, an unexpected individual arrives at the scene... ",9.0,3.0,nan,nan,nan,2013-09-08,nan,2013-01-01,nan,nan,nan,0
4274,Something Sacred: Part 2,nan,13.0,6.0,nan,nan,nan,1998-01-01,"Crime,Drama,Mystery",nan,nan,5333,nan,Sue Whitaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3923,nan,Richard Rijnvos,nan,nan,nan,nan,nan,nan,nan,composer,nan,4212,The Larry David Sandwich,nan,"As the Jewish high holy days approach, a near-death experience, coupled with a comment made by his father, leaves Larry wondering if there's more to his identity than he thought. In better news, a sandwich now bears his name, but it's not entirely to his liking.",1.0,5.0,nan,nan,nan,2005-09-25,nan,2005-01-01,nan,nan,nan,0
1155,Otklonenie,nan,nan,nan,nan,nan,nan,1967-01-01,Drama,nan,78.0,5735,nan,Martin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
165,nan,Audrey Lives,nan,nan,nan,nan,nan,nan,nan,writer,nan,5440,nan,Mika Saitou,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1312,Chip,nan,3.0,1.0,nan,nan,nan,1960-01-01,"Adventure,Drama,Family",nan,30.0,3908,nan,Ashok Mukherjee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3882,nan,Mary Carrillo,nan,nan,2009-01-01,1919-01-01,nan,nan,nan,actress,nan,5657,nan,Mary Carrillo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1990,nan,Joe Abdullah,nan,nan,1999-01-01,1926-01-01,nan,nan,nan,actor,nan,4556,nan,David A. Whittaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1565,nan,Bruce Pittman,nan,nan,nan,1950-01-01,nan,nan,nan,"director,producer,writer",nan,4204,nan,Bruce Pittman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
4456,nan,Walter Tevis,nan,nan,1984-01-01,1928-01-01,nan,nan,nan,writer,nan,5774,nan,Joachim von Ribbentrop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1714,nan,Edward Tang,nan,nan,nan,1946-01-01,nan,nan,nan,"writer,producer,miscellaneous",nan,3508,nan,Jussara Barros,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1561,Control,nan,9.0,5.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,3735,nan,Crys Forsyth-Smith,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
30,Point of Entry,nan,21.0,1.0,nan,nan,nan,1963-01-01,"Drama,Sport,Western",nan,60.0,4258,nan,Saori Kodama,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2269,nan,Kevin J. Wilson,nan,nan,nan,nan,nan,nan,nan,actor,nan,5846,Blast from the Past,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
925,Dizzy Heights Hotel,nan,nan,nan,nan,nan,1992-01-01,1990-01-01,Comedy,nan,nan,4553,nan,William Dieterle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2365,nan,Constance Ford,nan,nan,1993-01-01,1923-01-01,nan,nan,nan,actress,nan,3633,nan,Blaga Dimitrova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5082,nan,DeForest Kelley,nan,nan,1999-01-01,1920-01-01,nan,nan,nan,"actor,soundtrack",nan,5198,nan,Lee Caplin / Picture Entertainment,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3826,nan,Kristina Petrushina,nan,nan,nan,1997-01-01,nan,nan,nan,actress,nan,1385,nan,Kelly Reilly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
657,nan,Almut Eggert,nan,nan,nan,1937-01-01,nan,nan,nan,"actress,make_up_department",nan,3378,nan,ArtCam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
29,nan,Don Haggerty,nan,nan,1988-01-01,1914-01-01,nan,nan,nan,"actor,miscellaneous",nan,2493,nan,Riz Meedin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2342,nan,Mikko Hypp?nen,nan,nan,nan,1969-01-01,nan,nan,nan,miscellaneous,nan,1634,nan,Massimo Vigliar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1594,nan,Marc Sheffler,nan,nan,nan,nan,nan,nan,nan,"writer,miscellaneous,actor",nan,2031,The Queen,nan,"Monty wonders whether the Queen has perfect manners all the time, or whether even royalty slip up now and then.",30.0,1.0,nan,nan,nan,2016-09-16,nan,2016-01-01,nan,nan,nan,0
1892,nan,Thomas Mitchell,nan,nan,1962-01-01,1892-01-01,nan,nan,nan,"actor,writer,soundtrack",nan,17,Episode 7,nan,"John Parr gets his revenge against Chef by kidnapping his son, while the police start to piece together the facts about Simone's murder. Danny is thrown out by the Quinlans when he tells them he will be a witness on behalf of Lucy Archer, against Tony Quinlan and his two co-defendants. Mrs Archer is upset about the backlash that has resulted from her daughter's allegations. Bernie tells Father Matthew about her pregnancy.",7.0,2.0,nan,nan,nan,1999-02-21,nan,1999-01-01,nan,nan,nan,0
1176,nan,David Lipson,nan,nan,nan,nan,nan,nan,nan,"producer,animation_department,visual_effects",nan,2213,Angelfish,nan,nan,5.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2854,nan,Elliott Reid,nan,nan,2013-01-01,1920-01-01,nan,nan,nan,"actor,writer",nan,1176,On the Road,nan,nan,9.0,1.0,nan,nan,nan,2008-08-10,nan,2008-01-01,nan,nan,nan,0
3071,The Two-Sided Triangle,nan,36.0,1.0,nan,nan,nan,1962-01-01,Adventure,nan,30.0,3155,The Two-Sided Triangle,nan,nan,36.0,1.0,nan,nan,nan,1962-10-23,nan,1962-01-01,nan,nan,nan,1
3805,nan,Al Mukadam,nan,nan,nan,1984-01-01,nan,nan,nan,"actor,writer,producer",nan,4398,nan,Nic Pizzolatto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
612,nan,Rudolph E. Abel,nan,nan,1974-01-01,1902-01-01,nan,nan,nan,"producer,production_manager,director",nan,1186,nan,Carlton Chance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4974,nan,Deborah Moran,nan,nan,nan,nan,nan,nan,nan,"editor,editorial_department,miscellaneous",nan,5542,And Then There Were Six,nan,nan,4.0,1.0,nan,nan,nan,2014-11-25,nan,2014-01-01,nan,nan,nan,0
3166,nan,Kim Bum,nan,nan,nan,nan,nan,nan,nan,actor,nan,3447,nan,Jeff Miller,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2565,Evil for Evil,nan,15.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,2458,Evil for Evil,nan,nan,15.0,2.0,nan,nan,nan,1954-12-12,nan,1954-01-01,nan,nan,nan,1
3555,Mord auf Befehl,nan,1.0,4.0,nan,nan,nan,1966-01-01,Drama,nan,74.0,258,Buoy Cleaner,nan,Mike Rowe gets dirty in Oregon making shingles and then jumps on a Coast Guard ship to clean dirty buoys.,4.0,4.0,nan,nan,nan,2008-01-29,nan,2008-01-01,nan,nan,nan,0
3250,Casino Food Recycler,nan,10.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,43.0,2440,Hurricane Audrey,nan,nan,14.0,3.0,nan,nan,nan,1962-01-07,nan,1962-01-01,nan,nan,nan,0
2693,nan,Fritz Wepper,nan,nan,nan,1941-01-01,nan,nan,nan,"actor,soundtrack",nan,5695,nan,Dado Dolabella,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1464,nan,Charles Bronson,nan,nan,2003-01-01,1921-01-01,nan,nan,nan,actor,nan,2497,nan,Dai Satou,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1512,nan,Jean-Fran?ois Poron,nan,nan,2020-01-01,1936-01-01,nan,nan,nan,"actor,miscellaneous",nan,3207,nan,Jean-Fran?ois Poron,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
765,Ya vstretil devushku,nan,nan,nan,nan,nan,nan,1957-01-01,nan,nan,91.0,4097,Funkhouser's Crazy Sister,nan,"Larry attempts a pre-emptive breakup with an ailing Loretta, and learns with Jeff that you can’t make an “empty gesture” to a Funkhouser.",1.0,7.0,nan,nan,nan,2009-09-20,nan,2009-01-01,nan,nan,nan,0
1488,"M.E., Myself and I",nan,5.0,5.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,60.0,3284,nan,Hannjo Hasse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
334,nan,Rachel Ward,nan,nan,nan,1957-01-01,nan,nan,nan,"actress,director,writer",nan,4157,Freedom,nan,nan,2.0,2.0,nan,nan,nan,2015-02-10,nan,2015-01-01,nan,nan,nan,0
438,The Feud,nan,20.0,2.0,nan,nan,nan,1962-01-01,"Adventure,Drama,Family",nan,30.0,3230,nan,Young-sook Lee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4350,nan,Philip Saltzman,nan,nan,2009-01-01,1928-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,4273,nan,Tag/Traum Filmproduktion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3543,Officer Krupke,nan,8.0,7.0,nan,nan,nan,2009-01-01,Comedy,nan,29.0,3720,Mi's Citizenship,nan,nan,23.0,2.0,nan,nan,nan,1962-03-12,nan,1962-01-01,nan,nan,nan,0
2026,Opening Night,nan,10.0,4.0,nan,nan,nan,2004-01-01,Comedy,nan,59.0,2677,The People's Republic of Capitalism,nan,nan,nan,nan,1.0,4.0,nan,2010-04-08,2010-04-11,2010-01-01,60,News,nan,0
4295,nan,Wolfgang Suschitzky,nan,nan,2016-01-01,1912-01-01,nan,nan,nan,"cinematographer,miscellaneous",nan,876,nan,Dwayne Avery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2850,nan,Carl Lange,nan,nan,1999-01-01,1909-01-01,nan,nan,nan,actor,nan,5908,Episode 28 - Like a Pierrot IV ~ Kangaroo,nan,nan,28.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4429,nan,Frances Mercer,nan,nan,2000-01-01,1915-01-01,nan,nan,nan,"actress,soundtrack",nan,2201,nan,Herbert Fleischmann,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4636,nan,Charles B. Wessler,nan,nan,nan,nan,nan,nan,nan,"producer,miscellaneous,director",nan,6044,The Enemy Unknown,nan,nan,8.0,1.0,nan,nan,nan,1957-11-14,nan,1957-01-01,nan,nan,nan,0
326,nan,Dwayne Hickman,nan,nan,nan,1934-01-01,nan,nan,nan,"actor,soundtrack,director",nan,1041,B?st i test,nan,Swedish version of Taskmaster.,nan,nan,3.0,20.0,nan,2017-03-10,2019-04-19,2017-01-01,60,Comedy,SE,0
4812,nan,Yuri Khanyutin,nan,nan,nan,nan,nan,nan,nan,writer,nan,156,Episode 15,nan,nan,15.0,1.0,nan,nan,nan,2003-01-30,nan,2003-01-01,nan,nan,nan,0
3138,nan,Sasu Laukkonen,nan,nan,nan,nan,nan,nan,nan,miscellaneous,nan,603,Map of the Heart,nan,"'A prominent attorney is murdered and the murderer presents himself to Pembleton and Bayliss with a videotape that implicates him. Brodie works on increasing his self-image. Kellerman is determined to find out who's the ''''lunch bandit.'''' The NSA steps in on Pembleton's murder investigation and provides him with a guilty party, even though they know he didn't do it. Bayliss' disgust with the interference doesn't sit well with Gaffney who wants to charge him with insubordination.",19.0,4.0,nan,nan,nan,1996-04-26,nan,1996-01-01,nan,nan,nan,0
4064,nan,Henry Bromell,nan,nan,2013-01-01,1947-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,2002,Episode 9,nan,"Julie's in the bathroom.  Maxx finally takes Julie to the Outback.  However, the scale is different and Maxx and Julie are the biggest things there.  Sarah finds a piece of talking clay at school.  Mr. Clay wants her to take him to Julie's apartment.  Mr.  Clay promises to show Sarah her spirit animal in exchange for taking him to Julie's apartment.  Mr.  Clay's voice is strangely familiar.  Maxx continues to battle the Isz.  Mr. Gone appears in Pangaea and watches Julie discovers a fort that she had built as a child.  She also remembers her pet rabbit.  Mr. Gone attempts to halt Julie's memories, for his own safety.",9.0,1.0,nan,nan,nan,1995-05-08,nan,1995-01-01,nan,nan,nan,0
791,Rapacity in Blue,nan,4.0,6.0,nan,nan,nan,2016-01-01,"Action,Adventure,Animation",nan,22.0,3854,Mask of Evidence,nan,nan,4.0,7.0,nan,nan,nan,1959-10-11,nan,1959-01-01,nan,nan,nan,0
4015,Police Story,nan,nan,nan,nan,nan,nan,1985-01-01,"Action,Comedy,Crime",nan,100.0,932,And Then There Were Nine,nan,"Burnie tries to throw a nice party for the Rooster Teeth staff, but it quickly spirals into an evening of riddles, blackmail… and MURDER.",1.0,1.0,nan,nan,nan,2014-11-04,nan,2014-01-01,nan,nan,nan,0
1836,nan,Daniel Sackheim,nan,nan,nan,nan,nan,nan,nan,"producer,director,editorial_department",nan,1186,nan,Carlton Chance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
270,nan,Josh Grelle,nan,nan,nan,1985-01-01,nan,nan,nan,"actor,writer,miscellaneous",nan,3495,nan,Anish M Thomas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1921,nan,John McNaughton,nan,nan,nan,1950-01-01,nan,nan,nan,"director,writer,producer",nan,2835,nan,?????????? ?????,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4698,nan,Laurie Ferrone,nan,nan,nan,1949-01-01,nan,nan,nan,actress,nan,5642,nan,Kim Jong-woon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4269,nan,Sandy Chanley,nan,nan,nan,nan,nan,nan,nan,"producer,writer,actress",nan,5828,Episode 21,nan,"Junpyo’s mother rushes the wedding, and Jaekyung asks Jandi to be her bridesmaid. On the day before the wedding, F4, Jandi and Gaeul arrived at Jeju Island for the wedding, and the complication between Junpyo, Jaekyung, Jandi and Jihoo reaches the climax. Junhee advises Junpyo not to do something that he is going to regret. Junpyo goes down on his knees and ask Jaekyung to break off the engagement.",21.0,1.0,nan,nan,nan,2009-03-17,nan,2009-01-01,nan,nan,nan,0
2486,nan,Jacko,nan,nan,nan,nan,nan,nan,nan,actor,nan,5889,[34] Nekomonogatari [Shiro] [3] Tsubasa Tiger - Part 3,nan,"Suruga Kanbaru, an underclassman, came to visit Tsubasa Hanekawa now that she has resumed attending school. Apparently, Koyomi Araragi has asked for Suruga's presence tonight. Tsubasa returned to Hitagi's house without knowing what was going on.",3.0,3.0,nan,nan,nan,2013-07-21,nan,2013-01-01,nan,nan,nan,0
508,Three Minutes Too Late,nan,17.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,6020,Extreme Archaeology,nan,"'A new Channel 4 series takes archaeology to the edge this summer as a team of experts tackles sites across the country that are beyond the reach of normal investigations. In Extreme Archaeology, an eight-part series starting on 20 June, a team of archaeologists with help from top climbers, cavers and divers investigates amazing and unique archaeological sites throughout the UK.Many archaeological locations are beyond the reach of your average archaeologist. They are found in inaccessible caves, on treacherous cliffs, deep under water, or in locations simply too remote or dangerous for normal investigation. Their remoteness often means that their secrets are unique, but they can also be under threat from erosion or other factors and this adds a rescue element to any investigation.Using some of the most advanced scientific equipment available, and high-tech miniature cameras and communication systems to record the action, Extreme Archaeology's experts are dropped into extreme and inaccessible environments under time and other pressures that test their personal and professional skills to the limit.",nan,nan,1.0,8.0,nan,2004-06-20,2004-08-08,2004-01-01,45,Documentary,GB,0
2519,nan,Maurice Marsac,nan,nan,2007-01-01,1915-01-01,nan,nan,nan,actor,nan,1140,nan,Centro de Capacitaci?n Cinematogr?fica (CCC),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3283,nan,Vladimir Ilin,nan,nan,nan,1947-01-01,nan,nan,nan,"actor,music_department",nan,3843,nan,Vladimir Ilin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
306,A Ticket for May,nan,18.0,3.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,4543,A Ticket for May,nan,nan,18.0,3.0,nan,nan,nan,1956-01-01,nan,1956-01-01,nan,nan,nan,1
1233,nan,Ed Nelson,nan,nan,2014-01-01,1928-01-01,nan,nan,nan,"actor,special_effects,producer",nan,168,nan,David Moore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
